Claim_ID,Claim_Type,Rejection_Reason,Rejection_Letter_Text,Policy_Clause,Plain_English_Explanation,Appeal_Suggestion
HLT-3OC57NWL,Health,Pre-existing disease,"Dear Policyholder, upon reviewing your claim for Asthma treatment, we found that this condition existed prior to your policy start date. As per the policy terms, claims related to pre-existing conditions are excluded.",Section 4.1: Exclusion of Pre-Existing Conditions declared or undeclared prior to policy inception.,Your claim was denied because our records indicate you had Asthma before buying this insurance policy.,Submit past medical records proving this condition was diagnosed after the policy start date.
HLT-SHDNMHFO,Health,Pre-existing disease,"Dear Policyholder, upon reviewing your claim for Asthma treatment, we found that this condition existed prior to your policy start date. As per the policy terms, claims related to pre-existing conditions are excluded.",Section 4.1: Exclusion of Pre-Existing Conditions declared or undeclared prior to policy inception.,Your claim was denied because our records indicate you had Asthma before buying this insurance policy.,Submit past medical records proving this condition was diagnosed after the policy start date.
MTR-PCWQ28QD,Motor,Drunk driving,"The police/medical report indicates the driver was under the influence of alcohol during the incident. As per policy conditions, this invalidates your claim.",General Exception 1(c): Any accidental loss or damage suffered whilst the driver is under the influence of intoxicating liquor or drugs is excluded.,Your claim was denied because the driver was under the influence of alcohol or drugs at the time of the accident.,"If the police report is incorrect, provide a court order or corrected police report proving no intoxication was involved."
LFE-88UKIE93,Life,Incorrect nominee information,The claimant details do not match the nominee information recorded in our policy schedule. We cannot process the payout to an unverified individual.,Clause 9.3: Claim benefits are strictly payable to the nominee registered in our records at the time of death.,The person claiming the money is not the person listed as the beneficiary on the policy.,Provide a succession certificate from a civil court legally establishing your right to receive the policy benefits.
HLT-KIX2FWUA,Health,Pre-existing disease,"Dear Policyholder, upon reviewing your claim for Hypertension treatment, we found that this condition existed prior to your policy start date. As per the policy terms, claims related to pre-existing conditions are excluded.",Section 4.1: Exclusion of Pre-Existing Conditions declared or undeclared prior to policy inception.,Your claim was denied because our records indicate you had Hypertension before buying this insurance policy.,Submit past medical records proving this condition was diagnosed after the policy start date.
MTR-USDO2TQA,Motor,Drunk driving,"The police/medical report indicates the driver was under the influence of alcohol during the incident. As per policy conditions, this invalidates your claim.",General Exception 1(c): Any accidental loss or damage suffered whilst the driver is under the influence of intoxicating liquor or drugs is excluded.,Your claim was denied because the driver was under the influence of alcohol or drugs at the time of the accident.,"If the police report is incorrect, provide a court order or corrected police report proving no intoxication was involved."
HLT-KVX3WW6O,Health,Cosmetic procedure exclusion,"The claim for Bariatric Surgery has been categorized as a cosmetic enhancement. Under the policy terms, purely aesthetic procedures are not indemnified.","Section 4.5: Expenses for cosmetic or plastic surgery, unless necessitated by an accident or burns, are excluded.",We don't cover surgeries or treatments that are done just to improve appearance.,"If the surgery was medically necessary (e.g., due to an accident), submit a detailed doctor's certificate explaining why."
MTR-LAESPKXF,Motor,Delayed accident reporting,"You reported the incident 27 days after it occurred. This unreasonable delay prejudiced our ability to assess the damage, leading to claim rejection.",Condition 1: Notice shall be given in writing to the Company immediately upon the occurrence of any accidental loss or damage.,"You took too long to tell us about the accident, which means we couldn't properly investigate the damage.","If you were hospitalized or incapacitated after the accident, provide medical records to justify the delay in reporting."
MTR-L1NW4TGS,Motor,Invalid driving license,"During claim assessment for your Hyundai Creta, it was found that the driver at the time of the accident did not possess a valid driving license. Hence, the claim is repudiated.",General Exception 1(a): The company shall not be liable in respect of any claim if the vehicle is driven by any person without a valid and effective driving license.,The person driving your car when the accident happened didn't have a valid driver's license.,"If the license was renewed or valid but the wrong document was submitted, upload the correct, valid driver's license."
LFE-W5QKTBIG,Life,Non-disclosure of medical history,"During claim assessment, it was discovered that the Life Assured had a documented history of severe diabetes which was not disclosed in the proposal form. The claim is repudiated.",Section 45: The policy can be called into question within three years if there is suppression of material facts related to the health of the insured.,"The policyholder hid a major pre-existing illness when buying the policy. Because of this, the payout is denied.","If the condition was diagnosed AFTER the policy was purchased, submit medical records showing the exact date of first diagnosis."
LFE-GC2ISUJR,Life,Policy lapse,The claim cannot be processed as the policy was in a lapsed state at the time of the Life Assured's demise due to non-payment of premiums.,"Clause 3.1: If the due premium is not paid within the grace period, the policy shall lapse and all benefits will cease.",The life insurance policy was cancelled before the person passed away because the premium payments stopped.,"If the premium was deducted from the bank account via auto-debit, submit the bank statement showing the successful deduction."
LFE-9V4JA7CG,Life,Suicide exclusion period,"As the unfortunate demise occurred within 12 months of policy issuance and the cause of death is recorded as suicide, the death benefit is not payable.","Clause 8: If the Life Assured commits suicide within 12 months from the date of inception of the policy, the nominee is only entitled to 80% of premiums paid, not the sum assured.",Life insurance does not pay out the full amount if the policyholder commits suicide within the first year of the policy.,"If the police conclude it was an accident and not suicide, submit the final police investigation report and autopsy findings."
MTR-8VIAWU93,Motor,Commercial use of personal vehicle,"Our investigation revealed that your private vehicle (Maruti Swift) was being used for commercial ride-sharing purposes at the time of the loss, violating the usage limitation.","Limitation as to Use: The policy covers use of the vehicle for social, domestic and pleasure purposes only. Hire or reward usage is excluded.","You have a personal auto policy, but you were using the car for business or as a taxi, which requires a different policy.","If the car was NOT being used for business, provide evidence like a logbook or a statement proving personal use at the time."
HLT-A144VB7G,Health,Pre-existing disease,"Dear Policyholder, upon reviewing your claim for Asthma treatment, we found that this condition existed prior to your policy start date. As per the policy terms, claims related to pre-existing conditions are excluded.",Section 4.1: Exclusion of Pre-Existing Conditions declared or undeclared prior to policy inception.,Your claim was denied because our records indicate you had Asthma before buying this insurance policy.,Submit past medical records proving this condition was diagnosed after the policy start date.
LFE-4KLU6QRI,Life,Non-disclosure of medical history,"During claim assessment, it was discovered that the Life Assured had a documented history of severe diabetes which was not disclosed in the proposal form. The claim is repudiated.",Section 45: The policy can be called into question within three years if there is suppression of material facts related to the health of the insured.,"The policyholder hid a major pre-existing illness when buying the policy. Because of this, the payout is denied.","If the condition was diagnosed AFTER the policy was purchased, submit medical records showing the exact date of first diagnosis."
HLT-9KWYAB0I,Health,Cosmetic procedure exclusion,"The claim for Stem Cell Therapy has been categorized as a cosmetic enhancement. Under the policy terms, purely aesthetic procedures are not indemnified.","Section 4.5: Expenses for cosmetic or plastic surgery, unless necessitated by an accident or burns, are excluded.",We don't cover surgeries or treatments that are done just to improve appearance.,"If the surgery was medically necessary (e.g., due to an accident), submit a detailed doctor's certificate explaining why."
LFE-W8HH6YY3,Life,Incorrect nominee information,The claimant details do not match the nominee information recorded in our policy schedule. We cannot process the payout to an unverified individual.,Clause 9.3: Claim benefits are strictly payable to the nominee registered in our records at the time of death.,The person claiming the money is not the person listed as the beneficiary on the policy.,Provide a succession certificate from a civil court legally establishing your right to receive the policy benefits.
HLT-NR1864UQ,Health,Treatment outside network,"Your policy restricts full coverage to our network hospitals. Since you were treated at a non-network facility without a prior emergency authorization, the claim is denied.",Section 3.1: Cashless facilities and full reimbursements are only applicable at network hospitals. Non-network hospital claims are capped or excluded.,"You went to a hospital that is not on our approved list, and your specific plan doesn't cover out-of-network care.","If it was a life-threatening emergency, submit an emergency certificate from the attending doctor to get an exception."
HLT-KMYP16SU,Health,Pre-existing disease,"Dear Policyholder, upon reviewing your claim for Coronary Artery Disease treatment, we found that this condition existed prior to your policy start date. As per the policy terms, claims related to pre-existing conditions are excluded.",Section 4.1: Exclusion of Pre-Existing Conditions declared or undeclared prior to policy inception.,Your claim was denied because our records indicate you had Coronary Artery Disease before buying this insurance policy.,Submit past medical records proving this condition was diagnosed after the policy start date.
LFE-B4XYWPB6,Life,Material misrepresentation,"We have found a material discrepancy in the Life Assured's stated occupation. High-risk occupational duties were concealed, invalidating the risk assessment and the claim.","Clause 6.2: Any misstatement of age, occupation, or income in the proposal form renders the contract voidable at the insurer's discretion.","The policyholder gave us false information about their job or age, which changes the whole agreement.",Provide official employment records or a birth certificate proving the original information given was actually correct.
HLT-REATISJL,Health,Pre-existing disease,"Dear Policyholder, upon reviewing your claim for Diabetes Type II treatment, we found that this condition existed prior to your policy start date. As per the policy terms, claims related to pre-existing conditions are excluded.",Section 4.1: Exclusion of Pre-Existing Conditions declared or undeclared prior to policy inception.,Your claim was denied because our records indicate you had Diabetes Type II before buying this insurance policy.,Submit past medical records proving this condition was diagnosed after the policy start date.
MTR-6YD81E6D,Motor,Vehicle modification violation,"You installed an unauthorized CNG kit/alloy wheels without informing the insurer, altering the vehicle's risk profile. The claim is thus rejected.",General Exception: The company shall not be liable if the vehicle has been modified or altered without prior intimation and endorsement.,"You modified your car (like adding a gas kit or changing the engine) without telling us, which voids your insurance.","If the modification was endorsed on your policy earlier, provide the endorsement letter or updated RC book."
HLT-BHVRAEN6,Health,Fraud suspicion,"Following an investigation by our field team, discrepancies were found in the hospital admission records. Consequently, the claim is repudiated on grounds of misrepresentation.","Section 8.3: Any fraudulent act, misrepresentation, or falsified documentation will result in immediate claim rejection and policy cancellation.","We found conflicting or fake information in the documents submitted, so the claim was denied.",Provide a sworn affidavit and verified documents from the hospital administrator confirming your admission and treatment.
MTR-HTZQM0OH,Motor,Missing FIR,"Since your claim involves theft/third-party malicious damage, a First Information Report (FIR) from the police is mandatory. As it was not provided, the claim is closed.","Condition 2: In case of theft or criminal act causing damage, the insured shall give immediate notice to the Police and cooperate with the Company.","For claims involving theft or vandalism, we need an official police report. You didn't submit one.",File a report with the police immediately and submit the stamped FIR copy to reopen the claim.
LFE-N1S91Z3Z,Life,Coverage exclusion,"The claim investigation notes that the death occurred while the Life Assured was engaged in an unapproved hazardous sport (paragliding), which is an explicit exclusion.",Clause 12: Death arising directly or indirectly from participation in hazardous sports or illegal activities is excluded from coverage.,"The policy does not cover death caused by participating in extreme, dangerous sports.","If the death was unrelated to the hazardous activity, provide the detailed forensic and police report clarifying the exact cause."
HLT-LARVMGA3,Health,Pre-existing disease,"Dear Policyholder, upon reviewing your claim for Coronary Artery Disease treatment, we found that this condition existed prior to your policy start date. As per the policy terms, claims related to pre-existing conditions are excluded.",Section 4.1: Exclusion of Pre-Existing Conditions declared or undeclared prior to policy inception.,Your claim was denied because our records indicate you had Coronary Artery Disease before buying this insurance policy.,Submit past medical records proving this condition was diagnosed after the policy start date.
LFE-UUNXJWDZ,Life,Fraudulent documentation,Our verification with the issuing municipal authority confirmed that the submitted death certificate is not authentic. The claim is outrightly rejected.,Clause 11: Submission of forged or manipulated death certificates or medical records will result in absolute repudiation of the claim.,The death certificate or other documents submitted were found to be fake.,"Obtain a fresh, verified death certificate directly from the municipal corporation and submit it with a notarized affidavit."
HLT-FJODLLBH,Health,Waiting period not completed,"We regret to inform you that your claim has been rejected. The treatment falls under the 24-month waiting period clause, and your policy has only been active for 19 months.",Section 3.2: A mandatory waiting period of 24 months applies to specific ailments including joint replacement and cardiovascular procedures.,You haven't had the policy long enough to cover this specific treatment. There is a waiting period you must pass first.,"Review your policy start date. If you believe the waiting period has passed, provide your original policy documents."
MTR-3TE8H9UG,Motor,Unauthorized driver,The claim is rejected as the vehicle was being operated by an individual not listed as an authorized driver in your policy schedule.,Section II - Liability to Third Parties: Coverage applies only if the vehicle is driven by the policyholder or a named authorized driver.,The person driving the car is not covered under your specific insurance policy.,"Check your policy schedule. If the driver was actually listed, send a copy of the schedule highlighting their name."
HLT-TJTI7C2Z,Health,Fraud suspicion,"Following an investigation by our field team, discrepancies were found in the hospital admission records. Consequently, the claim is repudiated on grounds of misrepresentation.","Section 8.3: Any fraudulent act, misrepresentation, or falsified documentation will result in immediate claim rejection and policy cancellation.","We found conflicting or fake information in the documents submitted, so the claim was denied.",Provide a sworn affidavit and verified documents from the hospital administrator confirming your admission and treatment.
MTR-B7GHKC2A,Motor,Delayed accident reporting,"You reported the incident 21 days after it occurred. This unreasonable delay prejudiced our ability to assess the damage, leading to claim rejection.",Condition 1: Notice shall be given in writing to the Company immediately upon the occurrence of any accidental loss or damage.,"You took too long to tell us about the accident, which means we couldn't properly investigate the damage.","If you were hospitalized or incapacitated after the accident, provide medical records to justify the delay in reporting."
MTR-8R2XO24H,Motor,Delayed accident reporting,"You reported the incident 17 days after it occurred. This unreasonable delay prejudiced our ability to assess the damage, leading to claim rejection.",Condition 1: Notice shall be given in writing to the Company immediately upon the occurrence of any accidental loss or damage.,"You took too long to tell us about the accident, which means we couldn't properly investigate the damage.","If you were hospitalized or incapacitated after the accident, provide medical records to justify the delay in reporting."
LFE-D57P4B67,Life,Incorrect nominee information,The claimant details do not match the nominee information recorded in our policy schedule. We cannot process the payout to an unverified individual.,Clause 9.3: Claim benefits are strictly payable to the nominee registered in our records at the time of death.,The person claiming the money is not the person listed as the beneficiary on the policy.,Provide a succession certificate from a civil court legally establishing your right to receive the policy benefits.
HLT-6BQKOOER,Health,Cosmetic procedure exclusion,"The claim for Rhinoplasty has been categorized as a cosmetic enhancement. Under the policy terms, purely aesthetic procedures are not indemnified.","Section 4.5: Expenses for cosmetic or plastic surgery, unless necessitated by an accident or burns, are excluded.",We don't cover surgeries or treatments that are done just to improve appearance.,"If the surgery was medically necessary (e.g., due to an accident), submit a detailed doctor's certificate explaining why."
MTR-7IPLDN8I,Motor,Commercial use of personal vehicle,"Our investigation revealed that your private vehicle (Maruti Swift) was being used for commercial ride-sharing purposes at the time of the loss, violating the usage limitation.","Limitation as to Use: The policy covers use of the vehicle for social, domestic and pleasure purposes only. Hire or reward usage is excluded.","You have a personal auto policy, but you were using the car for business or as a taxi, which requires a different policy.","If the car was NOT being used for business, provide evidence like a logbook or a statement proving personal use at the time."
HLT-CPXEO8ML,Health,Late claim submission,"Your claim was submitted 32 days after discharge, exceeding the maximum allowable limit of 30 days as per your policy guidelines.",Section 6.3: All reimbursement claims must be submitted within 30 days of hospital discharge.,You waited too long to submit your claim. Claims must be filed within 30 days of leaving the hospital.,"If you were physically unable to submit the claim earlier, provide a medical certificate proving your incapacitation during that time."
MTR-5MVY1IH0,Motor,Fraud suspicion,Forensic analysis of the Toyota Corolla damage profile does not match the accident description provided. The claim is denied due to suspected misrepresentation of facts.,"Condition 8: If any claim is in any respect fraudulent, or if any false declaration is made, all benefits under this policy shall be forfeited.","The damage to your car doesn't match the story of how the accident happened, so we suspect the claim is false.","Provide CCTV footage of the accident, dashcam video, or eyewitness statements to corroborate your version of events."
HLT-05JC8VHR,Health,Policy lapse,Your claim is rejected because your policy had lapsed at the time of hospitalization. The renewal premium was not received within the 30-day grace period.,Section 1.2: Coverage is contingent upon timely payment of renewal premiums. A grace period of 30 days is provided.,Your insurance policy was not active when you were treated because the premium payment was missed.,"If you made the payment and it wasn't recorded, submit your bank statement or payment receipt."
HLT-5YHDI60Z,Health,Treatment outside network,"Your policy restricts full coverage to our network hospitals. Since you were treated at a non-network facility without a prior emergency authorization, the claim is denied.",Section 3.1: Cashless facilities and full reimbursements are only applicable at network hospitals. Non-network hospital claims are capped or excluded.,"You went to a hospital that is not on our approved list, and your specific plan doesn't cover out-of-network care.","If it was a life-threatening emergency, submit an emergency certificate from the attending doctor to get an exception."
LFE-2QYYCDMS,Life,Premium default,"The life assured stopped paying premiums in the first year. Since the policy did not acquire any paid-up value, no death benefit is payable.","Clause 3.4: In case of premium default, the policy acquires a paid-up value only if premiums have been paid for at least two consecutive years.","The policy was active for less than two years before payments stopped, meaning it holds no payout value.","If there was a system error preventing payment, contact the grievance department with proof of attempted payments."
MTR-M0I4EN2T,Motor,Invalid driving license,"During claim assessment for your Hyundai Creta, it was found that the driver at the time of the accident did not possess a valid driving license. Hence, the claim is repudiated.",General Exception 1(a): The company shall not be liable in respect of any claim if the vehicle is driven by any person without a valid and effective driving license.,The person driving your car when the accident happened didn't have a valid driver's license.,"If the license was renewed or valid but the wrong document was submitted, upload the correct, valid driver's license."
LFE-ZXQAK57B,Life,Incorrect nominee information,The claimant details do not match the nominee information recorded in our policy schedule. We cannot process the payout to an unverified individual.,Clause 9.3: Claim benefits are strictly payable to the nominee registered in our records at the time of death.,The person claiming the money is not the person listed as the beneficiary on the policy.,Provide a succession certificate from a civil court legally establishing your right to receive the policy benefits.
HLT-505WZ3YW,Health,Non-covered procedure,"The expenses claimed for Laser Eye Surgery fall under elective/OPD treatments, which are explicitly not covered under your current policy plan.",Section 2.4: Out-patient Department (OPD) expenses and specific elective procedures are not covered.,Your specific insurance plan does not include coverage for Laser Eye Surgery.,"Check your policy brochure. If you purchased an add-on that covers this, submit the add-on endorsement document."
LFE-SWHIIETL,Life,Missing beneficiary documents,Your claim is held and subsequently closed because you failed to submit the required legal heir certificate and your valid KYC documents despite multiple reminders.,Clause 9.1: The claimant must establish their identity and relationship with the Life Assured by submitting valid KYC and legal heir certificates.,We couldn't pay the claim because you didn't provide the documents needed to prove you are the rightful heir.,Obtain a legal heir certificate from the court or local authority and upload it along with your ID proof.
HLT-C0ZR9ATB,Health,Non-covered procedure,"The expenses claimed for Robotic Surgery fall under elective/OPD treatments, which are explicitly not covered under your current policy plan.",Section 2.4: Out-patient Department (OPD) expenses and specific elective procedures are not covered.,Your specific insurance plan does not include coverage for Robotic Surgery.,"Check your policy brochure. If you purchased an add-on that covers this, submit the add-on endorsement document."
MTR-B6S3CBRI,Motor,Drunk driving,"The police/medical report indicates the driver was under the influence of alcohol during the incident. As per policy conditions, this invalidates your claim.",General Exception 1(c): Any accidental loss or damage suffered whilst the driver is under the influence of intoxicating liquor or drugs is excluded.,Your claim was denied because the driver was under the influence of alcohol or drugs at the time of the accident.,"If the police report is incorrect, provide a court order or corrected police report proving no intoxication was involved."
LFE-S5C9WCKX,Life,Policy lapse,The claim cannot be processed as the policy was in a lapsed state at the time of the Life Assured's demise due to non-payment of premiums.,"Clause 3.1: If the due premium is not paid within the grace period, the policy shall lapse and all benefits will cease.",The life insurance policy was cancelled before the person passed away because the premium payments stopped.,"If the premium was deducted from the bank account via auto-debit, submit the bank statement showing the successful deduction."
HLT-EYUHLHCS,Health,Non-covered procedure,"The expenses claimed for Dental Implants fall under elective/OPD treatments, which are explicitly not covered under your current policy plan.",Section 2.4: Out-patient Department (OPD) expenses and specific elective procedures are not covered.,Your specific insurance plan does not include coverage for Dental Implants.,"Check your policy brochure. If you purchased an add-on that covers this, submit the add-on endorsement document."
HLT-4DQNG2FU,Health,Fraud suspicion,"Following an investigation by our field team, discrepancies were found in the hospital admission records. Consequently, the claim is repudiated on grounds of misrepresentation.","Section 8.3: Any fraudulent act, misrepresentation, or falsified documentation will result in immediate claim rejection and policy cancellation.","We found conflicting or fake information in the documents submitted, so the claim was denied.",Provide a sworn affidavit and verified documents from the hospital administrator confirming your admission and treatment.
HLT-W1YSAE2K,Health,Waiting period not completed,"We regret to inform you that your claim has been rejected. The treatment falls under the 24-month waiting period clause, and your policy has only been active for 22 months.",Section 3.2: A mandatory waiting period of 24 months applies to specific ailments including joint replacement and cardiovascular procedures.,You haven't had the policy long enough to cover this specific treatment. There is a waiting period you must pass first.,"Review your policy start date. If you believe the waiting period has passed, provide your original policy documents."
LFE-MLT8HAGD,Life,Identity verification failure,"We regret to inform you that the physical records do not match the biometric/KYC identity of the Life Assured, raising identity fraud concerns. Claim denied.",Clause 10: The insurer reserves the right to verify the identity of the Life Assured and the Claimant before any benefit payout.,The identity documents provided do not match the person who actually bought the policy.,Submit official government identity documents (Aadhaar/PAN/Passport) for both the deceased and the claimant for re-verification.
HLT-J83RP1SU,Health,Experimental treatment,Your claim for Robotic Surgery is denied as it is classified as an experimental/investigational treatment not recognized by the standard medical board.,Section 5.5: Unproven or experimental medical treatments are strictly excluded from coverage.,The medical procedure (Robotic Surgery) you received is considered experimental and isn't covered by standard insurance.,"Provide a letter from your doctor and peer-reviewed medical journals proving the treatment is now standard protocol, not experimental."
MTR-61YPI43P,Motor,Missing FIR,"Since your claim involves theft/third-party malicious damage, a First Information Report (FIR) from the police is mandatory. As it was not provided, the claim is closed.","Condition 2: In case of theft or criminal act causing damage, the insured shall give immediate notice to the Police and cooperate with the Company.","For claims involving theft or vandalism, we need an official police report. You didn't submit one.",File a report with the police immediately and submit the stamped FIR copy to reopen the claim.
HLT-MVOTSLE9,Health,Pre-existing disease,"Dear Policyholder, upon reviewing your claim for Hypertension treatment, we found that this condition existed prior to your policy start date. As per the policy terms, claims related to pre-existing conditions are excluded.",Section 4.1: Exclusion of Pre-Existing Conditions declared or undeclared prior to policy inception.,Your claim was denied because our records indicate you had Hypertension before buying this insurance policy.,Submit past medical records proving this condition was diagnosed after the policy start date.
LFE-T3UOHLFN,Life,Premium default,"The life assured stopped paying premiums in the first year. Since the policy did not acquire any paid-up value, no death benefit is payable.","Clause 3.4: In case of premium default, the policy acquires a paid-up value only if premiums have been paid for at least two consecutive years.","The policy was active for less than two years before payments stopped, meaning it holds no payout value.","If there was a system error preventing payment, contact the grievance department with proof of attempted payments."
LFE-HL5HGOOU,Life,Missing beneficiary documents,Your claim is held and subsequently closed because you failed to submit the required legal heir certificate and your valid KYC documents despite multiple reminders.,Clause 9.1: The claimant must establish their identity and relationship with the Life Assured by submitting valid KYC and legal heir certificates.,We couldn't pay the claim because you didn't provide the documents needed to prove you are the rightful heir.,Obtain a legal heir certificate from the court or local authority and upload it along with your ID proof.
LFE-OSOAU6DV,Life,Identity verification failure,"We regret to inform you that the physical records do not match the biometric/KYC identity of the Life Assured, raising identity fraud concerns. Claim denied.",Clause 10: The insurer reserves the right to verify the identity of the Life Assured and the Claimant before any benefit payout.,The identity documents provided do not match the person who actually bought the policy.,Submit official government identity documents (Aadhaar/PAN/Passport) for both the deceased and the claimant for re-verification.
MTR-IUXAZGJ0,Motor,Missing FIR,"Since your claim involves theft/third-party malicious damage, a First Information Report (FIR) from the police is mandatory. As it was not provided, the claim is closed.","Condition 2: In case of theft or criminal act causing damage, the insured shall give immediate notice to the Police and cooperate with the Company.","For claims involving theft or vandalism, we need an official police report. You didn't submit one.",File a report with the police immediately and submit the stamped FIR copy to reopen the claim.
MTR-D8F4BGSN,Motor,Drunk driving,"The police/medical report indicates the driver was under the influence of alcohol during the incident. As per policy conditions, this invalidates your claim.",General Exception 1(c): Any accidental loss or damage suffered whilst the driver is under the influence of intoxicating liquor or drugs is excluded.,Your claim was denied because the driver was under the influence of alcohol or drugs at the time of the accident.,"If the police report is incorrect, provide a court order or corrected police report proving no intoxication was involved."
HLT-GZ3ESMDB,Health,Missing medical records,"We are unable to process your claim due to missing documentation. Specifically, the indoor case papers and exact diagnosis reports are absent from your submission.","Section 6.1: All claims must be accompanied by complete medical records, including admission notes, discharge summary, and test reports.",We cannot approve the claim because the hospital didn't send us all your medical records and test results.,"Obtain the missing reports (e.g., discharge summary, lab results) from your hospital and upload them to the claims portal."
MTR-566KEGNA,Motor,Policy lapse,"Your motor insurance policy had expired on 9 days prior to the accident date. Therefore, no coverage was in force.",General Condition: The policy is void if the premium is not paid in full before the inception of the risk.,Your auto insurance expired before the accident happened because you didn't pay the renewal.,"If you paid the premium on time, submit your bank transaction ID and receipt to prove the policy was active."
HLT-UKUGGMKJ,Health,Waiting period not completed,"We regret to inform you that your claim has been rejected. The treatment falls under the 24-month waiting period clause, and your policy has only been active for 9 months.",Section 3.2: A mandatory waiting period of 24 months applies to specific ailments including joint replacement and cardiovascular procedures.,You haven't had the policy long enough to cover this specific treatment. There is a waiting period you must pass first.,"Review your policy start date. If you believe the waiting period has passed, provide your original policy documents."
HLT-5NBDS1YX,Health,Pre-existing disease,"Dear Policyholder, upon reviewing your claim for Asthma treatment, we found that this condition existed prior to your policy start date. As per the policy terms, claims related to pre-existing conditions are excluded.",Section 4.1: Exclusion of Pre-Existing Conditions declared or undeclared prior to policy inception.,Your claim was denied because our records indicate you had Asthma before buying this insurance policy.,Submit past medical records proving this condition was diagnosed after the policy start date.
LFE-GJ6ZHXLB,Life,Suicide exclusion period,"As the unfortunate demise occurred within 12 months of policy issuance and the cause of death is recorded as suicide, the death benefit is not payable.","Clause 8: If the Life Assured commits suicide within 12 months from the date of inception of the policy, the nominee is only entitled to 80% of premiums paid, not the sum assured.",Life insurance does not pay out the full amount if the policyholder commits suicide within the first year of the policy.,"If the police conclude it was an accident and not suicide, submit the final police investigation report and autopsy findings."
HLT-4VPVQI7O,Health,Cosmetic procedure exclusion,"The claim for Laser Eye Surgery has been categorized as a cosmetic enhancement. Under the policy terms, purely aesthetic procedures are not indemnified.","Section 4.5: Expenses for cosmetic or plastic surgery, unless necessitated by an accident or burns, are excluded.",We don't cover surgeries or treatments that are done just to improve appearance.,"If the surgery was medically necessary (e.g., due to an accident), submit a detailed doctor's certificate explaining why."
HLT-7J8P9BRM,Health,Fraud suspicion,"Following an investigation by our field team, discrepancies were found in the hospital admission records. Consequently, the claim is repudiated on grounds of misrepresentation.","Section 8.3: Any fraudulent act, misrepresentation, or falsified documentation will result in immediate claim rejection and policy cancellation.","We found conflicting or fake information in the documents submitted, so the claim was denied.",Provide a sworn affidavit and verified documents from the hospital administrator confirming your admission and treatment.
HLT-YHMGMZ9E,Health,Policy lapse,Your claim is rejected because your policy had lapsed at the time of hospitalization. The renewal premium was not received within the 30-day grace period.,Section 1.2: Coverage is contingent upon timely payment of renewal premiums. A grace period of 30 days is provided.,Your insurance policy was not active when you were treated because the premium payment was missed.,"If you made the payment and it wasn't recorded, submit your bank statement or payment receipt."
MTR-G065FQZE,Motor,Delayed accident reporting,"You reported the incident 10 days after it occurred. This unreasonable delay prejudiced our ability to assess the damage, leading to claim rejection.",Condition 1: Notice shall be given in writing to the Company immediately upon the occurrence of any accidental loss or damage.,"You took too long to tell us about the accident, which means we couldn't properly investigate the damage.","If you were hospitalized or incapacitated after the accident, provide medical records to justify the delay in reporting."
LFE-KKVRJA18,Life,Coverage exclusion,"The claim investigation notes that the death occurred while the Life Assured was engaged in an unapproved hazardous sport (paragliding), which is an explicit exclusion.",Clause 12: Death arising directly or indirectly from participation in hazardous sports or illegal activities is excluded from coverage.,"The policy does not cover death caused by participating in extreme, dangerous sports.","If the death was unrelated to the hazardous activity, provide the detailed forensic and police report clarifying the exact cause."
HLT-UZUT0HH3,Health,Waiting period not completed,"We regret to inform you that your claim has been rejected. The treatment falls under the 24-month waiting period clause, and your policy has only been active for 20 months.",Section 3.2: A mandatory waiting period of 24 months applies to specific ailments including joint replacement and cardiovascular procedures.,You haven't had the policy long enough to cover this specific treatment. There is a waiting period you must pass first.,"Review your policy start date. If you believe the waiting period has passed, provide your original policy documents."
MTR-BFZ1C6ZS,Motor,Missing FIR,"Since your claim involves theft/third-party malicious damage, a First Information Report (FIR) from the police is mandatory. As it was not provided, the claim is closed.","Condition 2: In case of theft or criminal act causing damage, the insured shall give immediate notice to the Police and cooperate with the Company.","For claims involving theft or vandalism, we need an official police report. You didn't submit one.",File a report with the police immediately and submit the stamped FIR copy to reopen the claim.
HLT-ZULD7480,Health,Late claim submission,"Your claim was submitted 85 days after discharge, exceeding the maximum allowable limit of 30 days as per your policy guidelines.",Section 6.3: All reimbursement claims must be submitted within 30 days of hospital discharge.,You waited too long to submit your claim. Claims must be filed within 30 days of leaving the hospital.,"If you were physically unable to submit the claim earlier, provide a medical certificate proving your incapacitation during that time."
MTR-BHTKFY4K,Motor,Fraud suspicion,Forensic analysis of the Maruti Swift damage profile does not match the accident description provided. The claim is denied due to suspected misrepresentation of facts.,"Condition 8: If any claim is in any respect fraudulent, or if any false declaration is made, all benefits under this policy shall be forfeited.","The damage to your car doesn't match the story of how the accident happened, so we suspect the claim is false.","Provide CCTV footage of the accident, dashcam video, or eyewitness statements to corroborate your version of events."
MTR-7NR0Z1I2,Motor,Fraud suspicion,Forensic analysis of the Hyundai Creta damage profile does not match the accident description provided. The claim is denied due to suspected misrepresentation of facts.,"Condition 8: If any claim is in any respect fraudulent, or if any false declaration is made, all benefits under this policy shall be forfeited.","The damage to your car doesn't match the story of how the accident happened, so we suspect the claim is false.","Provide CCTV footage of the accident, dashcam video, or eyewitness statements to corroborate your version of events."
